position,CM
minutes,76
passes_completed,51
passes,58
dribbles_completed,0
dribbles,0
passes_completed_short,26
passes_short,29
passes_completed_medium,22
passes_medium,24
passes_completed_long,3
passes_long,4
passes_total_distance,876
passes_free_kicks,1
through_balls,1
passes_pressure,8
passes_switches,1
crosses,0
corner_kicks,0
passes_intercepted,1
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,1
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,6
passes_into_penalty_area,0
progressive_passes,4
carry_progressive_distance,125
assisted_shots,1
fouled,0
pens_won,0
tackles,1
interceptions,0
blocks,1
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,15
pressure_regains,4
clearances,3
errors,0
aerials_won,3
aerials_lost,2
ball_recoveries,13
pens_conceded,0
fouls,4
cards_yellow_red,0
