position,LB
minutes,1019.0
passes_completed,573.0
passes,742.0
dribbles_completed,16.0
dribbles,22.0
passes_completed_short,289.0
passes_short,324.0
passes_completed_medium,221.0
passes_medium,275.0
passes_completed_long,51.0
passes_long,107.0
passes_total_distance,9693.0
passes_free_kicks,8.0
through_balls,1.0
passes_pressure,78.0
passes_switches,13.0
crosses,54.0
corner_kicks,2.0
passes_intercepted,14.0
passes_blocked,28.0
dispossessed,15.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,38.0
gca,3.0
xg,0.0
crosses_into_penalty_area,15.0
passes_into_final_third,44.0
passes_into_penalty_area,27.0
progressive_passes,70.0
carry_progressive_distance,2360.0
assisted_shots,21.0
fouled,4.0
pens_won,0.0
tackles,14.0
interceptions,7.0
blocks,15.0
tackles_won,12.0
dribble_tackles,5.0
dribbles_vs,8.0
pressures,85.0
pressure_regains,15.0
clearances,19.0
errors,1.0
aerials_won,14.0
aerials_lost,4.0
ball_recoveries,110.0
pens_conceded,0.0
fouls,5.0
cards_yellow_red,0.0
