position,CM
minutes,1040.0
passes_completed,337.0
passes,435.0
dribbles_completed,11.0
dribbles,17.0
passes_completed_short,170.0
passes_short,191.0
passes_completed_medium,111.0
passes_medium,142.0
passes_completed_long,42.0
passes_long,65.0
passes_total_distance,5755.0
passes_free_kicks,1.0
through_balls,1.0
passes_pressure,82.0
passes_switches,13.0
crosses,14.0
corner_kicks,3.0
passes_intercepted,6.0
passes_blocked,21.0
dispossessed,9.0
goals,7.0
assists,1.0
pens_made,4.0
pens_att,6.0
shots_total,32.0
shots_on_target,11.0
sca,33.0
gca,2.0
xg,8.7
crosses_into_penalty_area,2.0
passes_into_final_third,39.0
passes_into_penalty_area,8.0
progressive_passes,31.0
carry_progressive_distance,1485.0
assisted_shots,14.0
fouled,4.0
pens_won,0.0
tackles,15.0
interceptions,2.0
blocks,16.0
tackles_won,9.0
dribble_tackles,4.0
dribbles_vs,20.0
pressures,139.0
pressure_regains,37.0
clearances,8.0
errors,0.0
aerials_won,8.0
aerials_lost,16.0
ball_recoveries,73.0
pens_conceded,0.0
fouls,10.0
cards_yellow_red,0.0
