position,CM
minutes,845.0
passes_completed,390.0
passes,458.0
dribbles_completed,9.0
dribbles,10.0
passes_completed_short,139.0
passes_short,155.0
passes_completed_medium,194.0
passes_medium,220.0
passes_completed_long,51.0
passes_long,76.0
passes_total_distance,7753.0
passes_free_kicks,13.0
through_balls,1.0
passes_pressure,96.0
passes_switches,18.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,7.0
passes_blocked,2.0
dispossessed,8.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,2.0
sca,8.0
gca,0.0
xg,0.30000000000000004
crosses_into_penalty_area,0.0
passes_into_final_third,27.0
passes_into_penalty_area,1.0
progressive_passes,28.0
carry_progressive_distance,1105.0
assisted_shots,2.0
fouled,18.0
pens_won,0.0
tackles,22.0
interceptions,10.0
blocks,14.0
tackles_won,15.0
dribble_tackles,8.0
dribbles_vs,26.0
pressures,234.0
pressure_regains,54.0
clearances,25.0
errors,0.0
aerials_won,18.0
aerials_lost,14.0
ball_recoveries,93.0
pens_conceded,2.0
fouls,14.0
cards_yellow_red,0.0
