position,RM
minutes,572.0
passes_completed,135.0
passes,213.0
dribbles_completed,6.0
dribbles,9.0
passes_completed_short,56.0
passes_short,74.0
passes_completed_medium,53.0
passes_medium,76.0
passes_completed_long,23.0
passes_long,49.0
passes_total_distance,2518.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,49.0
passes_switches,7.0
crosses,10.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,15.0
dispossessed,9.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,9.0
shots_on_target,3.0
sca,7.0
gca,1.0
xg,0.5
crosses_into_penalty_area,0.0
passes_into_final_third,16.0
passes_into_penalty_area,2.0
progressive_passes,23.0
carry_progressive_distance,605.0
assisted_shots,2.0
fouled,7.0
pens_won,0.0
tackles,20.0
interceptions,10.0
blocks,9.0
tackles_won,14.0
dribble_tackles,7.0
dribbles_vs,13.0
pressures,117.0
pressure_regains,36.0
clearances,16.0
errors,1.0
aerials_won,24.0
aerials_lost,12.0
ball_recoveries,72.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
