position,LW
minutes,468.0
passes_completed,171.0
passes,228.0
dribbles_completed,13.0
dribbles,18.0
passes_completed_short,84.0
passes_short,98.0
passes_completed_medium,62.0
passes_medium,80.0
passes_completed_long,16.0
passes_long,29.0
passes_total_distance,2781.0
passes_free_kicks,5.0
through_balls,0.0
passes_pressure,48.0
passes_switches,8.0
crosses,14.0
corner_kicks,4.0
passes_intercepted,9.0
passes_blocked,5.0
dispossessed,11.0
goals,2.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,16.0
shots_on_target,9.0
sca,21.0
gca,2.0
xg,1.5
crosses_into_penalty_area,1.0
passes_into_final_third,11.0
passes_into_penalty_area,4.0
progressive_passes,10.0
carry_progressive_distance,835.0
assisted_shots,7.0
fouled,14.0
pens_won,0.0
tackles,11.0
interceptions,0.0
blocks,9.0
tackles_won,7.0
dribble_tackles,4.0
dribbles_vs,12.0
pressures,105.0
pressure_regains,27.0
clearances,4.0
errors,0.0
aerials_won,0.0
aerials_lost,4.0
ball_recoveries,32.0
pens_conceded,0.0
fouls,5.0
cards_yellow_red,0.0
