position,RM
minutes,2165.0
passes_completed,611.0
passes,848.0
dribbles_completed,22.0
dribbles,50.0
passes_completed_short,273.0
passes_short,325.0
passes_completed_medium,228.0
passes_medium,289.0
passes_completed_long,97.0
passes_long,190.0
passes_total_distance,11886.0
passes_free_kicks,67.0
through_balls,2.0
passes_pressure,163.0
passes_switches,51.0
crosses,57.0
corner_kicks,45.0
passes_intercepted,21.0
passes_blocked,35.0
dispossessed,23.0
goals,2.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,22.0
shots_on_target,9.0
sca,71.0
gca,9.0
xg,2.5000000000000004
crosses_into_penalty_area,13.0
passes_into_final_third,56.0
passes_into_penalty_area,27.0
progressive_passes,67.0
carry_progressive_distance,2504.0
assisted_shots,39.0
fouled,47.0
pens_won,1.0
tackles,23.0
interceptions,14.0
blocks,36.0
tackles_won,16.0
dribble_tackles,9.0
dribbles_vs,34.0
pressures,434.0
pressure_regains,98.0
clearances,14.0
errors,0.0
aerials_won,10.0
aerials_lost,21.0
ball_recoveries,139.0
pens_conceded,0.0
fouls,18.0
cards_yellow_red,0.0
