position,LM
minutes,73
passes_completed,21
passes,30
dribbles_completed,1
dribbles,2
passes_completed_short,14
passes_short,15
passes_completed_medium,7
passes_medium,11
passes_completed_long,0
passes_long,3
passes_total_distance,281
passes_free_kicks,0
through_balls,0
passes_pressure,11
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,1
passes_blocked,2
dispossessed,0
goals,1
assists,0
pens_made,0
pens_att,0
shots_total,3
shots_on_target,3
sca,2
gca,0
xg,0.5
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,1
progressive_passes,1
carry_progressive_distance,115
assisted_shots,1
fouled,1
pens_won,0
tackles,4
interceptions,3
blocks,3
tackles_won,2
dribble_tackles,1
dribbles_vs,4
pressures,15
pressure_regains,7
clearances,0
errors,0
aerials_won,0
aerials_lost,1
ball_recoveries,5
pens_conceded,0
fouls,0
cards_yellow_red,0
