position,AM
minutes,90
passes_completed,22
passes,30
dribbles_completed,0
dribbles,1
passes_completed_short,8
passes_short,10
passes_completed_medium,11
passes_medium,12
passes_completed_long,2
passes_long,6
passes_total_distance,447
passes_free_kicks,2
through_balls,0
passes_pressure,13
passes_switches,2
crosses,0
corner_kicks,0
passes_intercepted,1
passes_blocked,1
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,2
gca,0
xg,0.3
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,0
progressive_passes,2
carry_progressive_distance,77
assisted_shots,0
fouled,3
pens_won,0
tackles,4
interceptions,0
blocks,4
tackles_won,4
dribble_tackles,0
dribbles_vs,1
pressures,26
pressure_regains,6
clearances,1
errors,0
aerials_won,1
aerials_lost,4
ball_recoveries,5
pens_conceded,0
fouls,4
cards_yellow_red,0
