position,LM
minutes,1937.0
passes_completed,526.0
passes,796.0
dribbles_completed,37.0
dribbles,52.0
passes_completed_short,245.0
passes_short,286.0
passes_completed_medium,206.0
passes_medium,273.0
passes_completed_long,65.0
passes_long,187.0
passes_total_distance,9710.0
passes_free_kicks,37.0
through_balls,1.0
passes_pressure,143.0
passes_switches,54.0
crosses,74.0
corner_kicks,40.0
passes_intercepted,16.0
passes_blocked,41.0
dispossessed,39.0
goals,1.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,23.0
shots_on_target,8.0
sca,52.0
gca,3.0
xg,1.1
crosses_into_penalty_area,10.0
passes_into_final_third,41.0
passes_into_penalty_area,21.0
progressive_passes,55.0
carry_progressive_distance,1624.0
assisted_shots,34.0
fouled,29.0
pens_won,0.0
tackles,64.0
interceptions,17.0
blocks,44.0
tackles_won,32.0
dribble_tackles,19.0
dribbles_vs,44.0
pressures,391.0
pressure_regains,114.0
clearances,35.0
errors,0.0
aerials_won,22.0
aerials_lost,48.0
ball_recoveries,183.0
pens_conceded,0.0
fouls,42.0
cards_yellow_red,1.0
