position,CM
minutes,1028.0
passes_completed,638.0
passes,783.0
dribbles_completed,22.0
dribbles,29.0
passes_completed_short,241.0
passes_short,274.0
passes_completed_medium,264.0
passes_medium,303.0
passes_completed_long,127.0
passes_long,188.0
passes_total_distance,13264.0
passes_free_kicks,25.0
through_balls,3.0
passes_pressure,107.0
passes_switches,41.0
crosses,20.0
corner_kicks,42.0
passes_intercepted,17.0
passes_blocked,13.0
dispossessed,17.0
goals,2.0
assists,3.0
pens_made,2.0
pens_att,2.0
shots_total,18.0
shots_on_target,5.0
sca,65.0
gca,5.0
xg,2.3000000000000003
crosses_into_penalty_area,3.0
passes_into_final_third,86.0
passes_into_penalty_area,26.0
progressive_passes,90.0
carry_progressive_distance,1666.0
assisted_shots,29.0
fouled,13.0
pens_won,0.0
tackles,19.0
interceptions,4.0
blocks,21.0
tackles_won,12.0
dribble_tackles,7.0
dribbles_vs,22.0
pressures,218.0
pressure_regains,67.0
clearances,2.0
errors,0.0
aerials_won,7.0
aerials_lost,13.0
ball_recoveries,88.0
pens_conceded,0.0
fouls,13.0
cards_yellow_red,0.0
