position,CB
minutes,2822.0
passes_completed,1479.0
passes,1668.0
dribbles_completed,10.0
dribbles,16.0
passes_completed_short,357.0
passes_short,374.0
passes_completed_medium,753.0
passes_medium,799.0
passes_completed_long,362.0
passes_long,474.0
passes_total_distance,35097.0
passes_free_kicks,53.0
through_balls,1.0
passes_pressure,193.0
passes_switches,85.0
crosses,5.0
corner_kicks,0.0
passes_intercepted,10.0
passes_blocked,14.0
dispossessed,4.0
goals,3.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,3.0
sca,11.0
gca,1.0
xg,0.7
crosses_into_penalty_area,2.0
passes_into_final_third,81.0
passes_into_penalty_area,3.0
progressive_passes,50.0
carry_progressive_distance,3576.0
assisted_shots,6.0
fouled,12.0
pens_won,0.0
tackles,33.0
interceptions,14.0
blocks,57.0
tackles_won,23.0
dribble_tackles,8.0
dribbles_vs,24.0
pressures,223.0
pressure_regains,87.0
clearances,152.0
errors,0.0
aerials_won,74.0
aerials_lost,29.0
ball_recoveries,283.0
pens_conceded,0.0
fouls,22.0
cards_yellow_red,0.0
