position,LM,RM
minutes,80
passes_completed,19
passes,19
dribbles_completed,1
dribbles,4
passes_completed_short,15
passes_short,15
passes_completed_medium,3
passes_medium,3
passes_completed_long,1
passes_long,1
passes_total_distance,262
passes_free_kicks,0
through_balls,0
passes_pressure,1
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,3
goals,1
assists,0
pens_made,1
pens_att,1
shots_total,2
shots_on_target,0
sca,2
gca,1
xg,0.8
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,0
progressive_passes,1
carry_progressive_distance,132
assisted_shots,0
fouled,3
pens_won,1
tackles,0
interceptions,1
blocks,3
tackles_won,0
dribble_tackles,0
dribbles_vs,1
pressures,16
pressure_regains,7
clearances,2
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,3
pens_conceded,0
fouls,0
cards_yellow_red,0
