position,AM
minutes,155.0
passes_completed,47.0
passes,67.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,25.0
passes_short,28.0
passes_completed_medium,8.0
passes_medium,13.0
passes_completed_long,12.0
passes_long,18.0
passes_total_distance,941.0
passes_free_kicks,7.0
through_balls,0.0
passes_pressure,9.0
passes_switches,6.0
crosses,1.0
corner_kicks,4.0
passes_intercepted,0.0
passes_blocked,5.0
dispossessed,5.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,0.0
sca,8.0
gca,1.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,3.0
passes_into_penalty_area,1.0
progressive_passes,3.0
carry_progressive_distance,64.0
assisted_shots,3.0
fouled,3.0
pens_won,0.0
tackles,3.0
interceptions,2.0
blocks,1.0
tackles_won,2.0
dribble_tackles,0.0
dribbles_vs,1.0
pressures,25.0
pressure_regains,8.0
clearances,1.0
errors,0.0
aerials_won,3.0
aerials_lost,5.0
ball_recoveries,9.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
