position,LW
minutes,45
passes_completed,5
passes,10
dribbles_completed,2
dribbles,2
passes_completed_short,4
passes_short,7
passes_completed_medium,1
passes_medium,2
passes_completed_long,0
passes_long,1
passes_total_distance,59
passes_free_kicks,0
through_balls,0
passes_pressure,3
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,1
goals,1
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,1
sca,0
gca,0
xg,0.2
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,0
progressive_passes,0
carry_progressive_distance,49
assisted_shots,0
fouled,0
pens_won,0
tackles,1
interceptions,0
blocks,1
tackles_won,1
dribble_tackles,1
dribbles_vs,2
pressures,7
pressure_regains,5
clearances,1
errors,0
aerials_won,2
aerials_lost,3
ball_recoveries,3
pens_conceded,0
fouls,1
cards_yellow_red,0
