position,RM
minutes,2717.0
passes_completed,722.0
passes,1118.0
dribbles_completed,30.0
dribbles,53.0
passes_completed_short,314.0
passes_short,399.0
passes_completed_medium,272.0
passes_medium,387.0
passes_completed_long,114.0
passes_long,259.0
passes_total_distance,13886.0
passes_free_kicks,38.0
through_balls,3.0
passes_pressure,171.0
passes_switches,69.0
crosses,83.0
corner_kicks,66.0
passes_intercepted,31.0
passes_blocked,60.0
dispossessed,29.0
goals,7.0
assists,8.0
pens_made,5.0
pens_att,5.0
shots_total,72.0
shots_on_target,19.0
sca,88.0
gca,10.0
xg,7.799999999999999
crosses_into_penalty_area,16.0
passes_into_final_third,76.0
passes_into_penalty_area,37.0
progressive_passes,116.0
carry_progressive_distance,2180.0
assisted_shots,46.0
fouled,32.0
pens_won,0.0
tackles,24.0
interceptions,22.0
blocks,57.0
tackles_won,20.0
dribble_tackles,12.0
dribbles_vs,52.0
pressures,383.0
pressure_regains,96.0
clearances,50.0
errors,0.0
aerials_won,20.0
aerials_lost,28.0
ball_recoveries,216.0
pens_conceded,1.0
fouls,19.0
cards_yellow_red,0.0
