position,DM
minutes,1499.0
passes_completed,338.0
passes,427.0
dribbles_completed,13.0
dribbles,20.0
passes_completed_short,152.0
passes_short,179.0
passes_completed_medium,131.0
passes_medium,160.0
passes_completed_long,41.0
passes_long,60.0
passes_total_distance,6083.0
passes_free_kicks,6.0
through_balls,0.0
passes_pressure,107.0
passes_switches,8.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,10.0
dispossessed,18.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,0.0
sca,15.0
gca,2.0
xg,0.5
crosses_into_penalty_area,0.0
passes_into_final_third,36.0
passes_into_penalty_area,2.0
progressive_passes,31.0
carry_progressive_distance,751.0
assisted_shots,3.0
fouled,32.0
pens_won,0.0
tackles,33.0
interceptions,14.0
blocks,24.0
tackles_won,19.0
dribble_tackles,6.0
dribbles_vs,28.0
pressures,406.0
pressure_regains,95.0
clearances,27.0
errors,0.0
aerials_won,25.0
aerials_lost,26.0
ball_recoveries,178.0
pens_conceded,0.0
fouls,51.0
cards_yellow_red,0.0
