position,LW
minutes,776.0
passes_completed,207.0
passes,312.0
dribbles_completed,15.0
dribbles,29.0
passes_completed_short,113.0
passes_short,140.0
passes_completed_medium,65.0
passes_medium,85.0
passes_completed_long,23.0
passes_long,68.0
passes_total_distance,3392.0
passes_free_kicks,22.0
through_balls,0.0
passes_pressure,76.0
passes_switches,20.0
crosses,25.0
corner_kicks,38.0
passes_intercepted,7.0
passes_blocked,16.0
dispossessed,15.0
goals,2.0
assists,1.0
pens_made,1.0
pens_att,1.0
shots_total,12.0
shots_on_target,4.0
sca,31.0
gca,2.0
xg,1.5000000000000002
crosses_into_penalty_area,3.0
passes_into_final_third,14.0
passes_into_penalty_area,11.0
progressive_passes,24.0
carry_progressive_distance,1074.0
assisted_shots,14.0
fouled,12.0
pens_won,0.0
tackles,7.0
interceptions,6.0
blocks,9.0
tackles_won,4.0
dribble_tackles,3.0
dribbles_vs,9.0
pressures,89.0
pressure_regains,32.0
clearances,3.0
errors,0.0
aerials_won,3.0
aerials_lost,13.0
ball_recoveries,35.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
