position,DM
minutes,1674.0
passes_completed,474.0
passes,657.0
dribbles_completed,18.0
dribbles,24.0
passes_completed_short,198.0
passes_short,241.0
passes_completed_medium,203.0
passes_medium,270.0
passes_completed_long,67.0
passes_long,116.0
passes_total_distance,8866.0
passes_free_kicks,7.0
through_balls,0.0
passes_pressure,138.0
passes_switches,19.0
crosses,10.0
corner_kicks,0.0
passes_intercepted,7.0
passes_blocked,25.0
dispossessed,13.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,23.0
shots_on_target,5.0
sca,18.0
gca,3.0
xg,1.6
crosses_into_penalty_area,2.0
passes_into_final_third,49.0
passes_into_penalty_area,11.0
progressive_passes,65.0
carry_progressive_distance,933.0
assisted_shots,8.0
fouled,30.0
pens_won,2.0
tackles,41.0
interceptions,15.0
blocks,35.0
tackles_won,29.0
dribble_tackles,17.0
dribbles_vs,38.0
pressures,323.0
pressure_regains,101.0
clearances,31.0
errors,0.0
aerials_won,49.0
aerials_lost,51.0
ball_recoveries,252.0
pens_conceded,1.0
fouls,31.0
cards_yellow_red,1.0
