position,LB
minutes,90
passes_completed,54
passes,60
dribbles_completed,0
dribbles,0
passes_completed_short,30
passes_short,32
passes_completed_medium,20
passes_medium,22
passes_completed_long,2
passes_long,3
passes_total_distance,783
passes_free_kicks,1
through_balls,0
passes_pressure,8
passes_switches,1
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,1
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,2
shots_on_target,2
sca,1
gca,0
xg,0.5
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,0
progressive_passes,3
carry_progressive_distance,110
assisted_shots,1
fouled,3
pens_won,0
tackles,3
interceptions,1
blocks,1
tackles_won,2
dribble_tackles,1
dribbles_vs,3
pressures,12
pressure_regains,5
clearances,0
errors,0
aerials_won,0
aerials_lost,2
ball_recoveries,7
pens_conceded,0
fouls,0
cards_yellow_red,0
