position,FW
minutes,1910.0
passes_completed,200.0
passes,288.0
dribbles_completed,20.0
dribbles,33.0
passes_completed_short,126.0
passes_short,160.0
passes_completed_medium,43.0
passes_medium,64.0
passes_completed_long,18.0
passes_long,32.0
passes_total_distance,2910.0
passes_free_kicks,0.0
through_balls,2.0
passes_pressure,73.0
passes_switches,6.0
crosses,10.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,25.0
dispossessed,36.0
goals,8.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,44.0
shots_on_target,15.0
sca,29.0
gca,4.0
xg,7.200000000000001
crosses_into_penalty_area,0.0
passes_into_final_third,19.0
passes_into_penalty_area,6.0
progressive_passes,26.0
carry_progressive_distance,1195.0
assisted_shots,14.0
fouled,42.0
pens_won,0.0
tackles,13.0
interceptions,6.0
blocks,30.0
tackles_won,8.0
dribble_tackles,3.0
dribbles_vs,16.0
pressures,352.0
pressure_regains,82.0
clearances,13.0
errors,0.0
aerials_won,27.0
aerials_lost,54.0
ball_recoveries,69.0
pens_conceded,0.0
fouls,21.0
cards_yellow_red,0.0
