position,WB
minutes,540.0
passes_completed,235.0
passes,306.0
dribbles_completed,12.0
dribbles,18.0
passes_completed_short,112.0
passes_short,129.0
passes_completed_medium,91.0
passes_medium,119.0
passes_completed_long,28.0
passes_long,47.0
passes_total_distance,4337.0
passes_free_kicks,8.0
through_balls,0.0
passes_pressure,60.0
passes_switches,16.0
crosses,23.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,11.0
dispossessed,4.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,1.0
sca,14.0
gca,1.0
xg,0.1
crosses_into_penalty_area,3.0
passes_into_final_third,19.0
passes_into_penalty_area,8.0
progressive_passes,36.0
carry_progressive_distance,1134.0
assisted_shots,8.0
fouled,11.0
pens_won,0.0
tackles,13.0
interceptions,3.0
blocks,15.0
tackles_won,9.0
dribble_tackles,6.0
dribbles_vs,10.0
pressures,76.0
pressure_regains,30.0
clearances,8.0
errors,0.0
aerials_won,11.0
aerials_lost,8.0
ball_recoveries,59.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
