position,LB
minutes,1644.0
passes_completed,659.0
passes,897.0
dribbles_completed,22.0
dribbles,40.0
passes_completed_short,304.0
passes_short,346.0
passes_completed_medium,285.0
passes_medium,382.0
passes_completed_long,59.0
passes_long,122.0
passes_total_distance,11453.0
passes_free_kicks,9.0
through_balls,1.0
passes_pressure,149.0
passes_switches,19.0
crosses,47.0
corner_kicks,0.0
passes_intercepted,18.0
passes_blocked,43.0
dispossessed,18.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,13.0
shots_on_target,2.0
sca,28.0
gca,0.0
xg,0.1
crosses_into_penalty_area,11.0
passes_into_final_third,44.0
passes_into_penalty_area,20.0
progressive_passes,68.0
carry_progressive_distance,2358.0
assisted_shots,12.0
fouled,10.0
pens_won,0.0
tackles,31.0
interceptions,10.0
blocks,32.0
tackles_won,21.0
dribble_tackles,15.0
dribbles_vs,30.0
pressures,203.0
pressure_regains,63.0
clearances,56.0
errors,0.0
aerials_won,13.0
aerials_lost,13.0
ball_recoveries,190.0
pens_conceded,0.0
fouls,13.0
cards_yellow_red,1.0
