position,LB
minutes,2396.0
passes_completed,926.0
passes,1246.0
dribbles_completed,14.0
dribbles,30.0
passes_completed_short,421.0
passes_short,469.0
passes_completed_medium,399.0
passes_medium,535.0
passes_completed_long,83.0
passes_long,175.0
passes_total_distance,15853.0
passes_free_kicks,8.0
through_balls,2.0
passes_pressure,144.0
passes_switches,23.0
crosses,80.0
corner_kicks,0.0
passes_intercepted,9.0
passes_blocked,50.0
dispossessed,32.0
goals,1.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,16.0
shots_on_target,3.0
sca,31.0
gca,2.0
xg,0.8
crosses_into_penalty_area,12.0
passes_into_final_third,42.0
passes_into_penalty_area,34.0
progressive_passes,70.0
carry_progressive_distance,2830.0
assisted_shots,20.0
fouled,44.0
pens_won,0.0
tackles,72.0
interceptions,22.0
blocks,63.0
tackles_won,46.0
dribble_tackles,37.0
dribbles_vs,77.0
pressures,363.0
pressure_regains,101.0
clearances,62.0
errors,0.0
aerials_won,27.0
aerials_lost,31.0
ball_recoveries,225.0
pens_conceded,0.0
fouls,42.0
cards_yellow_red,1.0
