position,RB
minutes,269.0
passes_completed,149.0
passes,186.0
dribbles_completed,6.0
dribbles,10.0
passes_completed_short,63.0
passes_short,70.0
passes_completed_medium,73.0
passes_medium,80.0
passes_completed_long,12.0
passes_long,26.0
passes_total_distance,2694.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,14.0
passes_switches,4.0
crosses,9.0
corner_kicks,3.0
passes_intercepted,1.0
passes_blocked,12.0
dispossessed,6.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,1.0
sca,11.0
gca,0.0
xg,0.2
crosses_into_penalty_area,3.0
passes_into_final_third,6.0
passes_into_penalty_area,7.0
progressive_passes,17.0
carry_progressive_distance,438.0
assisted_shots,7.0
fouled,5.0
pens_won,0.0
tackles,2.0
interceptions,2.0
blocks,12.0
tackles_won,0.0
dribble_tackles,1.0
dribbles_vs,3.0
pressures,17.0
pressure_regains,5.0
clearances,6.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,12.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
