position,LW
minutes,1442.0
passes_completed,316.0
passes,458.0
dribbles_completed,17.0
dribbles,32.0
passes_completed_short,183.0
passes_short,223.0
passes_completed_medium,104.0
passes_medium,149.0
passes_completed_long,15.0
passes_long,45.0
passes_total_distance,4632.0
passes_free_kicks,2.0
through_balls,1.0
passes_pressure,107.0
passes_switches,11.0
crosses,24.0
corner_kicks,1.0
passes_intercepted,8.0
passes_blocked,26.0
dispossessed,20.0
goals,1.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,25.0
shots_on_target,8.0
sca,32.0
gca,6.0
xg,1.4000000000000006
crosses_into_penalty_area,6.0
passes_into_final_third,20.0
passes_into_penalty_area,13.0
progressive_passes,25.0
carry_progressive_distance,1275.0
assisted_shots,14.0
fouled,14.0
pens_won,0.0
tackles,26.0
interceptions,10.0
blocks,39.0
tackles_won,14.0
dribble_tackles,10.0
dribbles_vs,52.0
pressures,396.0
pressure_regains,104.0
clearances,11.0
errors,0.0
aerials_won,17.0
aerials_lost,18.0
ball_recoveries,106.0
pens_conceded,0.0
fouls,26.0
cards_yellow_red,0.0
