position,RM
minutes,144.0
passes_completed,82.0
passes,94.0
dribbles_completed,0.0
dribbles,1.0
passes_completed_short,43.0
passes_short,50.0
passes_completed_medium,29.0
passes_medium,32.0
passes_completed_long,8.0
passes_long,8.0
passes_total_distance,1340.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,24.0
passes_switches,1.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,4.0
passes_blocked,1.0
dispossessed,3.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,2.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,3.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,100.0
assisted_shots,1.0
fouled,0.0
pens_won,0.0
tackles,1.0
interceptions,2.0
blocks,1.0
tackles_won,1.0
dribble_tackles,0.0
dribbles_vs,0.0
pressures,48.0
pressure_regains,7.0
clearances,0.0
errors,0.0
aerials_won,3.0
aerials_lost,4.0
ball_recoveries,8.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
