position,RB
minutes,208.0
passes_completed,73.0
passes,110.0
dribbles_completed,4.0
dribbles,6.0
passes_completed_short,29.0
passes_short,36.0
passes_completed_medium,22.0
passes_medium,37.0
passes_completed_long,22.0
passes_long,36.0
passes_total_distance,1730.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,19.0
passes_switches,8.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,2.0
dispossessed,0.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,2.0
gca,0.0
xg,0.3
crosses_into_penalty_area,1.0
passes_into_final_third,5.0
passes_into_penalty_area,2.0
progressive_passes,9.0
carry_progressive_distance,228.0
assisted_shots,1.0
fouled,0.0
pens_won,0.0
tackles,9.0
interceptions,3.0
blocks,4.0
tackles_won,5.0
dribble_tackles,5.0
dribbles_vs,11.0
pressures,65.0
pressure_regains,17.0
clearances,9.0
errors,1.0
aerials_won,7.0
aerials_lost,3.0
ball_recoveries,31.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
