position,LW
minutes,381.0
passes_completed,155.0
passes,218.0
dribbles_completed,10.0
dribbles,17.0
passes_completed_short,76.0
passes_short,87.0
passes_completed_medium,51.0
passes_medium,70.0
passes_completed_long,25.0
passes_long,43.0
passes_total_distance,3011.0
passes_free_kicks,6.0
through_balls,0.0
passes_pressure,33.0
passes_switches,16.0
crosses,11.0
corner_kicks,19.0
passes_intercepted,4.0
passes_blocked,13.0
dispossessed,7.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,5.0
sca,11.0
gca,2.0
xg,0.5
crosses_into_penalty_area,2.0
passes_into_final_third,16.0
passes_into_penalty_area,5.0
progressive_passes,17.0
carry_progressive_distance,874.0
assisted_shots,7.0
fouled,5.0
pens_won,0.0
tackles,4.0
interceptions,2.0
blocks,2.0
tackles_won,3.0
dribble_tackles,2.0
dribbles_vs,9.0
pressures,65.0
pressure_regains,18.0
clearances,0.0
errors,0.0
aerials_won,2.0
aerials_lost,5.0
ball_recoveries,23.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
