position,LW
minutes,360.0
passes_completed,129.0
passes,168.0
dribbles_completed,5.0
dribbles,14.0
passes_completed_short,60.0
passes_short,66.0
passes_completed_medium,54.0
passes_medium,70.0
passes_completed_long,14.0
passes_long,21.0
passes_total_distance,2332.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,46.0
passes_switches,5.0
crosses,4.0
corner_kicks,14.0
passes_intercepted,2.0
passes_blocked,8.0
dispossessed,11.0
goals,3.0
assists,0.0
pens_made,2.0
pens_att,2.0
shots_total,5.0
shots_on_target,2.0
sca,9.0
gca,3.0
xg,1.8000000000000003
crosses_into_penalty_area,0.0
passes_into_final_third,11.0
passes_into_penalty_area,2.0
progressive_passes,11.0
carry_progressive_distance,638.0
assisted_shots,3.0
fouled,10.0
pens_won,1.0
tackles,5.0
interceptions,3.0
blocks,3.0
tackles_won,4.0
dribble_tackles,2.0
dribbles_vs,7.0
pressures,59.0
pressure_regains,20.0
clearances,0.0
errors,0.0
aerials_won,1.0
aerials_lost,4.0
ball_recoveries,19.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
