position,WB
minutes,2545.0
passes_completed,1227.0
passes,1560.0
dribbles_completed,17.0
dribbles,40.0
passes_completed_short,532.0
passes_short,598.0
passes_completed_medium,572.0
passes_medium,690.0
passes_completed_long,105.0
passes_long,220.0
passes_total_distance,21625.0
passes_free_kicks,35.0
through_balls,0.0
passes_pressure,213.0
passes_switches,31.0
crosses,81.0
corner_kicks,4.0
passes_intercepted,19.0
passes_blocked,47.0
dispossessed,21.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,2.0
sca,31.0
gca,8.0
xg,0.0
crosses_into_penalty_area,20.0
passes_into_final_third,59.0
passes_into_penalty_area,28.0
progressive_passes,78.0
carry_progressive_distance,3077.0
assisted_shots,17.0
fouled,60.0
pens_won,0.0
tackles,62.0
interceptions,17.0
blocks,56.0
tackles_won,39.0
dribble_tackles,24.0
dribbles_vs,64.0
pressures,309.0
pressure_regains,81.0
clearances,120.0
errors,0.0
aerials_won,77.0
aerials_lost,38.0
ball_recoveries,258.0
pens_conceded,1.0
fouls,41.0
cards_yellow_red,1.0
