position,FW
minutes,149.0
passes_completed,27.0
passes,43.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,17.0
passes_short,22.0
passes_completed_medium,7.0
passes_medium,12.0
passes_completed_long,1.0
passes_long,3.0
passes_total_distance,341.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,20.0
passes_switches,2.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,3.0
dispossessed,3.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,3.0
gca,0.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,0.0
passes_into_penalty_area,1.0
progressive_passes,2.0
carry_progressive_distance,174.0
assisted_shots,1.0
fouled,4.0
pens_won,0.0
tackles,1.0
interceptions,0.0
blocks,1.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.0
pressures,36.0
pressure_regains,3.0
clearances,2.0
errors,0.0
aerials_won,13.0
aerials_lost,9.0
ball_recoveries,4.0
pens_conceded,0.0
fouls,11.0
cards_yellow_red,0.0
