position,CM
minutes,466.0
passes_completed,158.0
passes,208.0
dribbles_completed,5.0
dribbles,5.0
passes_completed_short,69.0
passes_short,80.0
passes_completed_medium,62.0
passes_medium,72.0
passes_completed_long,25.0
passes_long,49.0
passes_total_distance,3034.0
passes_free_kicks,12.0
through_balls,0.0
passes_pressure,28.0
passes_switches,12.0
crosses,3.0
corner_kicks,14.0
passes_intercepted,2.0
passes_blocked,5.0
dispossessed,6.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,3.0
sca,12.0
gca,2.0
xg,0.30000000000000004
crosses_into_penalty_area,0.0
passes_into_final_third,17.0
passes_into_penalty_area,2.0
progressive_passes,20.0
carry_progressive_distance,294.0
assisted_shots,7.0
fouled,4.0
pens_won,0.0
tackles,2.0
interceptions,6.0
blocks,3.0
tackles_won,1.0
dribble_tackles,1.0
dribbles_vs,9.0
pressures,66.0
pressure_regains,11.0
clearances,2.0
errors,0.0
aerials_won,1.0
aerials_lost,6.0
ball_recoveries,41.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
