position,CM
minutes,416.0
passes_completed,323.0
passes,356.0
dribbles_completed,9.0
dribbles,11.0
passes_completed_short,152.0
passes_short,165.0
passes_completed_medium,119.0
passes_medium,128.0
passes_completed_long,43.0
passes_long,48.0
passes_total_distance,5745.0
passes_free_kicks,3.0
through_balls,2.0
passes_pressure,57.0
passes_switches,9.0
crosses,0.0
corner_kicks,3.0
passes_intercepted,3.0
passes_blocked,6.0
dispossessed,4.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,3.0
sca,16.0
gca,2.0
xg,0.5
crosses_into_penalty_area,0.0
passes_into_final_third,26.0
passes_into_penalty_area,8.0
progressive_passes,19.0
carry_progressive_distance,748.0
assisted_shots,9.0
fouled,9.0
pens_won,0.0
tackles,6.0
interceptions,2.0
blocks,4.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,14.0
pressures,126.0
pressure_regains,26.0
clearances,1.0
errors,0.0
aerials_won,0.0
aerials_lost,4.0
ball_recoveries,31.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
