position,RB
minutes,165.0
passes_completed,67.0
passes,95.0
dribbles_completed,3.0
dribbles,10.0
passes_completed_short,30.0
passes_short,36.0
passes_completed_medium,28.0
passes_medium,34.0
passes_completed_long,7.0
passes_long,19.0
passes_total_distance,1134.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,10.0
passes_switches,2.0
crosses,7.0
corner_kicks,1.0
passes_intercepted,3.0
passes_blocked,2.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,2.0
gca,0.0
xg,0.0
crosses_into_penalty_area,1.0
passes_into_final_third,5.0
passes_into_penalty_area,2.0
progressive_passes,5.0
carry_progressive_distance,388.0
assisted_shots,2.0
fouled,0.0
pens_won,0.0
tackles,7.0
interceptions,0.0
blocks,3.0
tackles_won,6.0
dribble_tackles,5.0
dribbles_vs,8.0
pressures,23.0
pressure_regains,9.0
clearances,5.0
errors,0.0
aerials_won,2.0
aerials_lost,3.0
ball_recoveries,13.0
pens_conceded,1.0
fouls,5.0
cards_yellow_red,0.0
