position,FW
minutes,688.0
passes_completed,101.0
passes,133.0
dribbles_completed,6.0
dribbles,11.0
passes_completed_short,64.0
passes_short,74.0
passes_completed_medium,28.0
passes_medium,39.0
passes_completed_long,9.0
passes_long,13.0
passes_total_distance,1555.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,30.0
passes_switches,0.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,6.0
dispossessed,10.0
goals,2.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,17.0
shots_on_target,6.0
sca,12.0
gca,2.0
xg,3.1000000000000005
crosses_into_penalty_area,0.0
passes_into_final_third,5.0
passes_into_penalty_area,1.0
progressive_passes,5.0
carry_progressive_distance,319.0
assisted_shots,4.0
fouled,6.0
pens_won,1.0
tackles,3.0
interceptions,1.0
blocks,5.0
tackles_won,1.0
dribble_tackles,1.0
dribbles_vs,7.0
pressures,84.0
pressure_regains,21.0
clearances,5.0
errors,0.0
aerials_won,7.0
aerials_lost,12.0
ball_recoveries,26.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
