position,GK
minutes,3150.0
passes_completed,716.0
passes,1279.0
dribbles_completed,1.0
dribbles,1.0
passes_completed_short,89.0
passes_short,91.0
passes_completed_medium,222.0
passes_medium,225.0
passes_completed_long,403.0
passes_long,961.0
passes_total_distance,29300.0
passes_free_kicks,141.0
through_balls,1.0
passes_pressure,107.0
passes_switches,28.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,5.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,6.0
gca,1.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,38.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,1966.0
assisted_shots,2.0
fouled,4.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.0
pressures,3.0
pressure_regains,1.0
clearances,4.0
errors,1.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,223.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
