position,RB
minutes,1900.0
passes_completed,1359.0
passes,1521.0
dribbles_completed,42.0
dribbles,62.0
passes_completed_short,788.0
passes_short,838.0
passes_completed_medium,455.0
passes_medium,515.0
passes_completed_long,93.0
passes_long,112.0
passes_total_distance,21126.0
passes_free_kicks,12.0
through_balls,2.0
passes_pressure,178.0
passes_switches,10.0
crosses,20.0
corner_kicks,0.0
passes_intercepted,36.0
passes_blocked,31.0
dispossessed,26.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,2.0
sca,31.0
gca,4.0
xg,0.8999999999999999
crosses_into_penalty_area,1.0
passes_into_final_third,89.0
passes_into_penalty_area,19.0
progressive_passes,74.0
carry_progressive_distance,4146.0
assisted_shots,12.0
fouled,28.0
pens_won,1.0
tackles,49.0
interceptions,20.0
blocks,39.0
tackles_won,34.0
dribble_tackles,16.0
dribbles_vs,32.0
pressures,275.0
pressure_regains,80.0
clearances,28.0
errors,0.0
aerials_won,13.0
aerials_lost,9.0
ball_recoveries,155.0
pens_conceded,1.0
fouls,18.0
cards_yellow_red,0.0
