position,CM
minutes,910.0
passes_completed,276.0
passes,395.0
dribbles_completed,13.0
dribbles,17.0
passes_completed_short,120.0
passes_short,146.0
passes_completed_medium,114.0
passes_medium,161.0
passes_completed_long,39.0
passes_long,72.0
passes_total_distance,5106.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,80.0
passes_switches,13.0
crosses,8.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,14.0
dispossessed,5.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,15.0
shots_on_target,4.0
sca,11.0
gca,2.0
xg,0.9
crosses_into_penalty_area,2.0
passes_into_final_third,25.0
passes_into_penalty_area,10.0
progressive_passes,37.0
carry_progressive_distance,593.0
assisted_shots,5.0
fouled,20.0
pens_won,1.0
tackles,25.0
interceptions,9.0
blocks,18.0
tackles_won,19.0
dribble_tackles,9.0
dribbles_vs,16.0
pressures,167.0
pressure_regains,54.0
clearances,10.0
errors,0.0
aerials_won,24.0
aerials_lost,26.0
ball_recoveries,136.0
pens_conceded,0.0
fouls,16.0
cards_yellow_red,1.0
