position,WB
minutes,90
passes_completed,19
passes,30
dribbles_completed,1
dribbles,2
passes_completed_short,9
passes_short,16
passes_completed_medium,9
passes_medium,10
passes_completed_long,1
passes_long,2
passes_total_distance,329
passes_free_kicks,0
through_balls,0
passes_pressure,3
passes_switches,1
crosses,3
corner_kicks,0
passes_intercepted,0
passes_blocked,4
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,3
shots_on_target,0
sca,1
gca,0
xg,0.3
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,0
progressive_passes,2
carry_progressive_distance,139
assisted_shots,0
fouled,0
pens_won,0
tackles,3
interceptions,0
blocks,1
tackles_won,3
dribble_tackles,1
dribbles_vs,2
pressures,17
pressure_regains,3
clearances,2
errors,0
aerials_won,2
aerials_lost,2
ball_recoveries,4
pens_conceded,0
fouls,2
cards_yellow_red,0
