position,LW
minutes,1839.0
passes_completed,1028.0
passes,1226.0
dribbles_completed,22.0
dribbles,31.0
passes_completed_short,564.0
passes_short,620.0
passes_completed_medium,362.0
passes_medium,422.0
passes_completed_long,91.0
passes_long,153.0
passes_total_distance,17010.0
passes_free_kicks,11.0
through_balls,6.0
passes_pressure,190.0
passes_switches,39.0
crosses,76.0
corner_kicks,41.0
passes_intercepted,24.0
passes_blocked,41.0
dispossessed,28.0
goals,6.0
assists,6.0
pens_made,0.0
pens_att,0.0
shots_total,56.0
shots_on_target,22.0
sca,100.0
gca,13.0
xg,4.800000000000001
crosses_into_penalty_area,12.0
passes_into_final_third,93.0
passes_into_penalty_area,40.0
progressive_passes,94.0
carry_progressive_distance,5475.0
assisted_shots,52.0
fouled,27.0
pens_won,0.0
tackles,19.0
interceptions,9.0
blocks,14.0
tackles_won,16.0
dribble_tackles,5.0
dribbles_vs,19.0
pressures,300.0
pressure_regains,62.0
clearances,1.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,98.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
