position,FW
minutes,105.0
passes_completed,32.0
passes,44.0
dribbles_completed,1.0
dribbles,2.0
passes_completed_short,18.0
passes_short,22.0
passes_completed_medium,9.0
passes_medium,11.0
passes_completed_long,4.0
passes_long,10.0
passes_total_distance,575.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,9.0
passes_switches,2.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,0.0
dispossessed,3.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,1.0
sca,3.0
gca,0.0
xg,0.1
crosses_into_penalty_area,1.0
passes_into_final_third,2.0
passes_into_penalty_area,2.0
progressive_passes,4.0
carry_progressive_distance,127.0
assisted_shots,3.0
fouled,2.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,1.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,5.0
pressures,26.0
pressure_regains,8.0
clearances,2.0
errors,0.0
aerials_won,0.0
aerials_lost,4.0
ball_recoveries,10.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
