position,RM
minutes,90
passes_completed,21
passes,28
dribbles_completed,1
dribbles,1
passes_completed_short,11
passes_short,15
passes_completed_medium,8
passes_medium,10
passes_completed_long,1
passes_long,2
passes_total_distance,293
passes_free_kicks,0
through_balls,0
passes_pressure,0
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,2
passes_blocked,1
dispossessed,2
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,2
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,1
progressive_passes,1
carry_progressive_distance,110
assisted_shots,0
fouled,1
pens_won,0
tackles,2
interceptions,1
blocks,1
tackles_won,1
dribble_tackles,1
dribbles_vs,2
pressures,18
pressure_regains,8
clearances,1
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,7
pens_conceded,0
fouls,4
cards_yellow_red,0
