position,AM
minutes,1490.0
passes_completed,282.0
passes,351.0
dribbles_completed,6.0
dribbles,17.0
passes_completed_short,160.0
passes_short,193.0
passes_completed_medium,96.0
passes_medium,118.0
passes_completed_long,21.0
passes_long,25.0
passes_total_distance,4355.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,67.0
passes_switches,5.0
crosses,8.0
corner_kicks,0.0
passes_intercepted,7.0
passes_blocked,12.0
dispossessed,23.0
goals,8.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,39.0
shots_on_target,15.0
sca,22.0
gca,6.0
xg,5.6000000000000005
crosses_into_penalty_area,2.0
passes_into_final_third,17.0
passes_into_penalty_area,6.0
progressive_passes,11.0
carry_progressive_distance,862.0
assisted_shots,10.0
fouled,24.0
pens_won,1.0
tackles,15.0
interceptions,8.0
blocks,18.0
tackles_won,7.0
dribble_tackles,4.0
dribbles_vs,26.0
pressures,339.0
pressure_regains,66.0
clearances,1.0
errors,0.0
aerials_won,7.0
aerials_lost,14.0
ball_recoveries,78.0
pens_conceded,1.0
fouls,23.0
cards_yellow_red,0.0
