position,AM
minutes,261.0
passes_completed,75.0
passes,111.0
dribbles_completed,8.0
dribbles,22.0
passes_completed_short,42.0
passes_short,51.0
passes_completed_medium,23.0
passes_medium,37.0
passes_completed_long,9.0
passes_long,17.0
passes_total_distance,1234.0
passes_free_kicks,4.0
through_balls,0.0
passes_pressure,16.0
passes_switches,6.0
crosses,11.0
corner_kicks,7.0
passes_intercepted,4.0
passes_blocked,10.0
dispossessed,16.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,0.0
sca,15.0
gca,1.0
xg,0.2
crosses_into_penalty_area,3.0
passes_into_final_third,3.0
passes_into_penalty_area,7.0
progressive_passes,6.0
carry_progressive_distance,456.0
assisted_shots,7.0
fouled,3.0
pens_won,0.0
tackles,3.0
interceptions,0.0
blocks,2.0
tackles_won,2.0
dribble_tackles,2.0
dribbles_vs,2.0
pressures,35.0
pressure_regains,11.0
clearances,0.0
errors,0.0
aerials_won,0.0
aerials_lost,5.0
ball_recoveries,19.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
