position,RM
minutes,90
passes_completed,23
passes,41
dribbles_completed,0
dribbles,1
passes_completed_short,12
passes_short,14
passes_completed_medium,4
passes_medium,9
passes_completed_long,7
passes_long,15
passes_total_distance,519
passes_free_kicks,0
through_balls,0
passes_pressure,11
passes_switches,2
crosses,1
corner_kicks,0
passes_intercepted,1
passes_blocked,2
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,2
shots_on_target,0
sca,0
gca,0
xg,0.3
crosses_into_penalty_area,0
passes_into_final_third,4
passes_into_penalty_area,1
progressive_passes,6
carry_progressive_distance,62
assisted_shots,0
fouled,7
pens_won,0
tackles,3
interceptions,1
blocks,2
tackles_won,2
dribble_tackles,1
dribbles_vs,3
pressures,20
pressure_regains,7
clearances,0
errors,0
aerials_won,2
aerials_lost,0
ball_recoveries,16
pens_conceded,0
fouls,2
cards_yellow_red,0
