position,AM
minutes,1780.0
passes_completed,1355.0
passes,1595.0
dribbles_completed,52.0
dribbles,72.0
passes_completed_short,716.0
passes_short,782.0
passes_completed_medium,520.0
passes_medium,593.0
passes_completed_long,115.0
passes_long,193.0
passes_total_distance,22931.0
passes_free_kicks,14.0
through_balls,8.0
passes_pressure,263.0
passes_switches,48.0
crosses,68.0
corner_kicks,44.0
passes_intercepted,24.0
passes_blocked,42.0
dispossessed,50.0
goals,7.0
assists,7.0
pens_made,0.0
pens_att,0.0
shots_total,50.0
shots_on_target,19.0
sca,110.0
gca,14.0
xg,4.799999999999999
crosses_into_penalty_area,12.0
passes_into_final_third,148.0
passes_into_penalty_area,64.0
progressive_passes,147.0
carry_progressive_distance,5906.0
assisted_shots,49.0
fouled,59.0
pens_won,0.0
tackles,16.0
interceptions,11.0
blocks,9.0
tackles_won,12.0
dribble_tackles,4.0
dribbles_vs,36.0
pressures,421.0
pressure_regains,110.0
clearances,1.0
errors,0.0
aerials_won,3.0
aerials_lost,8.0
ball_recoveries,114.0
pens_conceded,0.0
fouls,19.0
cards_yellow_red,0.0
