position,LB
minutes,1286.0
passes_completed,537.0
passes,712.0
dribbles_completed,8.0
dribbles,11.0
passes_completed_short,303.0
passes_short,350.0
passes_completed_medium,204.0
passes_medium,254.0
passes_completed_long,26.0
passes_long,84.0
passes_total_distance,8420.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,97.0
passes_switches,10.0
crosses,14.0
corner_kicks,0.0
passes_intercepted,11.0
passes_blocked,28.0
dispossessed,11.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,14.0
gca,3.0
xg,0.1
crosses_into_penalty_area,3.0
passes_into_final_third,23.0
passes_into_penalty_area,7.0
progressive_passes,33.0
carry_progressive_distance,1691.0
assisted_shots,7.0
fouled,35.0
pens_won,0.0
tackles,53.0
interceptions,16.0
blocks,33.0
tackles_won,26.0
dribble_tackles,21.0
dribbles_vs,37.0
pressures,249.0
pressure_regains,74.0
clearances,19.0
errors,0.0
aerials_won,15.0
aerials_lost,9.0
ball_recoveries,123.0
pens_conceded,0.0
fouls,24.0
cards_yellow_red,0.0
