position,LB
minutes,1080.0
passes_completed,449.0
passes,594.0
dribbles_completed,16.0
dribbles,25.0
passes_completed_short,205.0
passes_short,233.0
passes_completed_medium,185.0
passes_medium,232.0
passes_completed_long,58.0
passes_long,116.0
passes_total_distance,8537.0
passes_free_kicks,12.0
through_balls,2.0
passes_pressure,109.0
passes_switches,21.0
crosses,26.0
corner_kicks,0.0
passes_intercepted,11.0
passes_blocked,21.0
dispossessed,10.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,18.0
gca,2.0
xg,0.1
crosses_into_penalty_area,7.0
passes_into_final_third,51.0
passes_into_penalty_area,14.0
progressive_passes,51.0
carry_progressive_distance,2373.0
assisted_shots,7.0
fouled,8.0
pens_won,0.0
tackles,11.0
interceptions,8.0
blocks,16.0
tackles_won,8.0
dribble_tackles,5.0
dribbles_vs,11.0
pressures,105.0
pressure_regains,21.0
clearances,11.0
errors,0.0
aerials_won,2.0
aerials_lost,2.0
ball_recoveries,99.0
pens_conceded,1.0
fouls,6.0
cards_yellow_red,0.0
