position,CB
minutes,2426.0
passes_completed,741.0
passes,942.0
dribbles_completed,9.0
dribbles,10.0
passes_completed_short,185.0
passes_short,215.0
passes_completed_medium,382.0
passes_medium,430.0
passes_completed_long,171.0
passes_long,285.0
passes_total_distance,17332.0
passes_free_kicks,47.0
through_balls,0.0
passes_pressure,166.0
passes_switches,30.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,15.0
passes_blocked,9.0
dispossessed,3.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,2.0
sca,11.0
gca,0.0
xg,0.30000000000000004
crosses_into_penalty_area,0.0
passes_into_final_third,75.0
passes_into_penalty_area,4.0
progressive_passes,66.0
carry_progressive_distance,2278.0
assisted_shots,5.0
fouled,15.0
pens_won,0.0
tackles,22.0
interceptions,36.0
blocks,32.0
tackles_won,14.0
dribble_tackles,8.0
dribbles_vs,23.0
pressures,129.0
pressure_regains,39.0
clearances,120.0
errors,1.0
aerials_won,11.0
aerials_lost,33.0
ball_recoveries,215.0
pens_conceded,0.0
fouls,12.0
cards_yellow_red,0.0
