position,RB
minutes,2805.0
passes_completed,1363.0
passes,1775.0
dribbles_completed,20.0
dribbles,36.0
passes_completed_short,590.0
passes_short,692.0
passes_completed_medium,643.0
passes_medium,792.0
passes_completed_long,120.0
passes_long,245.0
passes_total_distance,24382.0
passes_free_kicks,31.0
through_balls,0.0
passes_pressure,298.0
passes_switches,17.0
crosses,55.0
corner_kicks,0.0
passes_intercepted,39.0
passes_blocked,63.0
dispossessed,17.0
goals,2.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,31.0
shots_on_target,10.0
sca,61.0
gca,5.0
xg,0.7
crosses_into_penalty_area,10.0
passes_into_final_third,85.0
passes_into_penalty_area,17.0
progressive_passes,116.0
carry_progressive_distance,4237.0
assisted_shots,31.0
fouled,16.0
pens_won,0.0
tackles,95.0
interceptions,33.0
blocks,96.0
tackles_won,51.0
dribble_tackles,47.0
dribbles_vs,83.0
pressures,456.0
pressure_regains,123.0
clearances,69.0
errors,0.0
aerials_won,38.0
aerials_lost,25.0
ball_recoveries,302.0
pens_conceded,0.0
fouls,45.0
cards_yellow_red,0.0
