position,RW
minutes,506.0
passes_completed,236.0
passes,283.0
dribbles_completed,14.0
dribbles,20.0
passes_completed_short,141.0
passes_short,156.0
passes_completed_medium,82.0
passes_medium,95.0
passes_completed_long,9.0
passes_long,22.0
passes_total_distance,3494.0
passes_free_kicks,2.0
through_balls,2.0
passes_pressure,59.0
passes_switches,5.0
crosses,6.0
corner_kicks,9.0
passes_intercepted,7.0
passes_blocked,4.0
dispossessed,14.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,2.0
sca,22.0
gca,1.0
xg,0.8
crosses_into_penalty_area,1.0
passes_into_final_third,16.0
passes_into_penalty_area,5.0
progressive_passes,19.0
carry_progressive_distance,675.0
assisted_shots,8.0
fouled,11.0
pens_won,0.0
tackles,8.0
interceptions,4.0
blocks,10.0
tackles_won,6.0
dribble_tackles,5.0
dribbles_vs,17.0
pressures,148.0
pressure_regains,42.0
clearances,1.0
errors,0.0
aerials_won,1.0
aerials_lost,8.0
ball_recoveries,45.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
