position,LM
minutes,537.0
passes_completed,139.0
passes,190.0
dribbles_completed,19.0
dribbles,34.0
passes_completed_short,83.0
passes_short,93.0
passes_completed_medium,45.0
passes_medium,60.0
passes_completed_long,7.0
passes_long,21.0
passes_total_distance,2031.0
passes_free_kicks,8.0
through_balls,0.0
passes_pressure,43.0
passes_switches,4.0
crosses,13.0
corner_kicks,5.0
passes_intercepted,4.0
passes_blocked,11.0
dispossessed,13.0
goals,2.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,13.0
shots_on_target,5.0
sca,12.0
gca,2.0
xg,0.6
crosses_into_penalty_area,1.0
passes_into_final_third,10.0
passes_into_penalty_area,6.0
progressive_passes,16.0
carry_progressive_distance,1282.0
assisted_shots,6.0
fouled,4.0
pens_won,0.0
tackles,9.0
interceptions,6.0
blocks,10.0
tackles_won,7.0
dribble_tackles,4.0
dribbles_vs,8.0
pressures,162.0
pressure_regains,43.0
clearances,0.0
errors,0.0
aerials_won,1.0
aerials_lost,4.0
ball_recoveries,45.0
pens_conceded,0.0
fouls,5.0
cards_yellow_red,0.0
