position,LW
minutes,28
passes_completed,14
passes,17
dribbles_completed,0
dribbles,0
passes_completed_short,6
passes_short,7
passes_completed_medium,6
passes_medium,8
passes_completed_long,2
passes_long,2
passes_total_distance,253
passes_free_kicks,0
through_balls,0
passes_pressure,3
passes_switches,0
crosses,2
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,1
gca,0
xg,0.0
crosses_into_penalty_area,1
passes_into_final_third,2
passes_into_penalty_area,1
progressive_passes,1
carry_progressive_distance,58
assisted_shots,1
fouled,0
pens_won,0
tackles,1
interceptions,0
blocks,0
tackles_won,1
dribble_tackles,0
dribbles_vs,1
pressures,8
pressure_regains,3
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,1
pens_conceded,0
fouls,0
cards_yellow_red,0
