position,RM
minutes,76
passes_completed,32
passes,43
dribbles_completed,2
dribbles,2
passes_completed_short,18
passes_short,21
passes_completed_medium,13
passes_medium,15
passes_completed_long,1
passes_long,7
passes_total_distance,477
passes_free_kicks,0
through_balls,0
passes_pressure,11
passes_switches,5
crosses,3
corner_kicks,6
passes_intercepted,0
passes_blocked,1
dispossessed,2
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,3
shots_on_target,2
sca,3
gca,0
xg,0.4
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,3
progressive_passes,3
carry_progressive_distance,135
assisted_shots,2
fouled,1
pens_won,0
tackles,1
interceptions,0
blocks,0
tackles_won,1
dribble_tackles,0
dribbles_vs,1
pressures,26
pressure_regains,8
clearances,0
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,5
pens_conceded,0
fouls,1
cards_yellow_red,0
