position,LM
minutes,328.0
passes_completed,82.0
passes,126.0
dribbles_completed,4.0
dribbles,4.0
passes_completed_short,43.0
passes_short,51.0
passes_completed_medium,32.0
passes_medium,46.0
passes_completed_long,6.0
passes_long,23.0
passes_total_distance,1342.0
passes_free_kicks,6.0
through_balls,0.0
passes_pressure,26.0
passes_switches,5.0
crosses,2.0
corner_kicks,6.0
passes_intercepted,4.0
passes_blocked,5.0
dispossessed,6.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,1.0
sca,2.0
gca,0.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,4.0
passes_into_penalty_area,0.0
progressive_passes,6.0
carry_progressive_distance,234.0
assisted_shots,1.0
fouled,1.0
pens_won,0.0
tackles,5.0
interceptions,2.0
blocks,4.0
tackles_won,1.0
dribble_tackles,1.0
dribbles_vs,3.0
pressures,94.0
pressure_regains,21.0
clearances,4.0
errors,0.0
aerials_won,2.0
aerials_lost,2.0
ball_recoveries,31.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
