position,RB
minutes,1921.0
passes_completed,1363.0
passes,1533.0
dribbles_completed,41.0
dribbles,60.0
passes_completed_short,670.0
passes_short,713.0
passes_completed_medium,572.0
passes_medium,634.0
passes_completed_long,103.0
passes_long,145.0
passes_total_distance,22497.0
passes_free_kicks,5.0
through_balls,1.0
passes_pressure,268.0
passes_switches,18.0
crosses,42.0
corner_kicks,1.0
passes_intercepted,28.0
passes_blocked,31.0
dispossessed,13.0
goals,0.0
assists,7.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,2.0
sca,45.0
gca,10.0
xg,0.1
crosses_into_penalty_area,6.0
passes_into_final_third,92.0
passes_into_penalty_area,24.0
progressive_passes,109.0
carry_progressive_distance,4581.0
assisted_shots,16.0
fouled,18.0
pens_won,0.0
tackles,43.0
interceptions,25.0
blocks,33.0
tackles_won,30.0
dribble_tackles,16.0
dribbles_vs,47.0
pressures,364.0
pressure_regains,104.0
clearances,18.0
errors,1.0
aerials_won,11.0
aerials_lost,10.0
ball_recoveries,201.0
pens_conceded,0.0
fouls,11.0
cards_yellow_red,0.0
