position,RW
minutes,715.0
passes_completed,318.0
passes,395.0
dribbles_completed,17.0
dribbles,23.0
passes_completed_short,156.0
passes_short,177.0
passes_completed_medium,124.0
passes_medium,147.0
passes_completed_long,38.0
passes_long,66.0
passes_total_distance,5789.0
passes_free_kicks,9.0
through_balls,0.0
passes_pressure,79.0
passes_switches,12.0
crosses,15.0
corner_kicks,13.0
passes_intercepted,4.0
passes_blocked,9.0
dispossessed,9.0
goals,4.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,7.0
sca,22.0
gca,2.0
xg,1.4000000000000001
crosses_into_penalty_area,3.0
passes_into_final_third,25.0
passes_into_penalty_area,8.0
progressive_passes,28.0
carry_progressive_distance,1217.0
assisted_shots,10.0
fouled,13.0
pens_won,1.0
tackles,6.0
interceptions,6.0
blocks,4.0
tackles_won,5.0
dribble_tackles,2.0
dribbles_vs,10.0
pressures,139.0
pressure_regains,35.0
clearances,7.0
errors,0.0
aerials_won,3.0
aerials_lost,3.0
ball_recoveries,51.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
