position,RB
minutes,684.0
passes_completed,231.0
passes,353.0
dribbles_completed,3.0
dribbles,7.0
passes_completed_short,100.0
passes_short,127.0
passes_completed_medium,100.0
passes_medium,143.0
passes_completed_long,28.0
passes_long,70.0
passes_total_distance,4129.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,68.0
passes_switches,5.0
crosses,16.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,12.0
dispossessed,1.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,7.0
gca,1.0
xg,0.0
crosses_into_penalty_area,5.0
passes_into_final_third,27.0
passes_into_penalty_area,6.0
progressive_passes,26.0
carry_progressive_distance,557.0
assisted_shots,5.0
fouled,4.0
pens_won,0.0
tackles,20.0
interceptions,12.0
blocks,15.0
tackles_won,11.0
dribble_tackles,8.0
dribbles_vs,14.0
pressures,121.0
pressure_regains,39.0
clearances,10.0
errors,1.0
aerials_won,10.0
aerials_lost,12.0
ball_recoveries,79.0
pens_conceded,0.0
fouls,14.0
cards_yellow_red,0.0
