position,LM
minutes,1747.0
passes_completed,430.0
passes,676.0
dribbles_completed,24.0
dribbles,47.0
passes_completed_short,225.0
passes_short,303.0
passes_completed_medium,138.0
passes_medium,194.0
passes_completed_long,64.0
passes_long,160.0
passes_total_distance,7829.0
passes_free_kicks,28.0
through_balls,0.0
passes_pressure,128.0
passes_switches,36.0
crosses,64.0
corner_kicks,55.0
passes_intercepted,16.0
passes_blocked,42.0
dispossessed,34.0
goals,2.0
assists,3.0
pens_made,1.0
pens_att,1.0
shots_total,31.0
shots_on_target,6.0
sca,67.0
gca,6.0
xg,3.5000000000000004
crosses_into_penalty_area,22.0
passes_into_final_third,38.0
passes_into_penalty_area,30.0
progressive_passes,46.0
carry_progressive_distance,2198.0
assisted_shots,39.0
fouled,52.0
pens_won,1.0
tackles,35.0
interceptions,12.0
blocks,40.0
tackles_won,23.0
dribble_tackles,14.0
dribbles_vs,52.0
pressures,461.0
pressure_regains,118.0
clearances,7.0
errors,0.0
aerials_won,8.0
aerials_lost,32.0
ball_recoveries,129.0
pens_conceded,0.0
fouls,36.0
cards_yellow_red,0.0
