position,LM
minutes,90
passes_completed,43
passes,66
dribbles_completed,1
dribbles,3
passes_completed_short,28
passes_short,40
passes_completed_medium,13
passes_medium,17
passes_completed_long,1
passes_long,8
passes_total_distance,586
passes_free_kicks,2
through_balls,0
passes_pressure,7
passes_switches,1
crosses,1
corner_kicks,3
passes_intercepted,5
passes_blocked,0
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,2
shots_on_target,1
sca,2
gca,0
xg,0.1
crosses_into_penalty_area,0
passes_into_final_third,7
passes_into_penalty_area,3
progressive_passes,9
carry_progressive_distance,185
assisted_shots,1
fouled,2
pens_won,0
tackles,0
interceptions,2
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,1
pressures,18
pressure_regains,4
clearances,0
errors,0
aerials_won,0
aerials_lost,2
ball_recoveries,6
pens_conceded,0
fouls,0
cards_yellow_red,0
