position,AM
minutes,180.0
passes_completed,71.0
passes,96.0
dribbles_completed,1.0
dribbles,4.0
passes_completed_short,38.0
passes_short,46.0
passes_completed_medium,28.0
passes_medium,34.0
passes_completed_long,3.0
passes_long,12.0
passes_total_distance,1156.0
passes_free_kicks,4.0
through_balls,0.0
passes_pressure,17.0
passes_switches,3.0
crosses,2.0
corner_kicks,5.0
passes_intercepted,1.0
passes_blocked,4.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,2.0
sca,5.0
gca,0.0
xg,0.30000000000000004
crosses_into_penalty_area,0.0
passes_into_final_third,9.0
passes_into_penalty_area,0.0
progressive_passes,9.0
carry_progressive_distance,177.0
assisted_shots,2.0
fouled,5.0
pens_won,0.0
tackles,6.0
interceptions,0.0
blocks,6.0
tackles_won,5.0
dribble_tackles,2.0
dribbles_vs,4.0
pressures,32.0
pressure_regains,12.0
clearances,1.0
errors,0.0
aerials_won,0.0
aerials_lost,2.0
ball_recoveries,22.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
