position,DM
minutes,256.0
passes_completed,73.0
passes,103.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,37.0
passes_short,42.0
passes_completed_medium,21.0
passes_medium,36.0
passes_completed_long,12.0
passes_long,19.0
passes_total_distance,1305.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,26.0
passes_switches,3.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,3.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,4.0
gca,1.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,6.0
passes_into_penalty_area,0.0
progressive_passes,8.0
carry_progressive_distance,98.0
assisted_shots,0.0
fouled,2.0
pens_won,0.0
tackles,7.0
interceptions,4.0
blocks,8.0
tackles_won,7.0
dribble_tackles,4.0
dribbles_vs,12.0
pressures,73.0
pressure_regains,16.0
clearances,2.0
errors,0.0
aerials_won,0.0
aerials_lost,1.0
ball_recoveries,40.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
