position,RM
minutes,70
passes_completed,15
passes,21
dribbles_completed,2
dribbles,4
passes_completed_short,9
passes_short,10
passes_completed_medium,6
passes_medium,7
passes_completed_long,0
passes_long,4
passes_total_distance,208
passes_free_kicks,0
through_balls,0
passes_pressure,3
passes_switches,1
crosses,2
corner_kicks,0
passes_intercepted,1
passes_blocked,0
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,1
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,0
progressive_passes,2
carry_progressive_distance,127
assisted_shots,0
fouled,2
pens_won,0
tackles,2
interceptions,0
blocks,2
tackles_won,1
dribble_tackles,1
dribbles_vs,1
pressures,26
pressure_regains,3
clearances,2
errors,0
aerials_won,0
aerials_lost,4
ball_recoveries,1
pens_conceded,0
fouls,0
cards_yellow_red,0
